"country","daily","revenue"
"French Guiana","2007-4-29","7.98"
"French Guiana","2007-4-30","3.99"
"French Guiana","2007-4-6","4.99"
"French Guiana","2007-4-7","4.99"
"French Guiana","2007-4-8","3.99"
"French Polynesia","2007-2-15","4.99"
"French Polynesia","2007-2-16","6.99"
"French Polynesia","2007-2-17","0.99"
"French Polynesia","2007-2-18","4.99"
"French Polynesia","2007-2-20","0.99"
"French Polynesia","2007-3-1","7.98"
"French Polynesia","2007-3-17","9.98"
"French Polynesia","2007-3-18","6.98"
"French Polynesia","2007-3-2","10.98"
"French Polynesia","2007-3-20","14.98"
"French Polynesia","2007-3-21","12.96"
"French Polynesia","2007-3-22","9.98"
"French Polynesia","2007-3-23","17.97"
"French Polynesia","2007-4-10","7.98"
"French Polynesia","2007-4-12","4.98"
"French Polynesia","2007-4-27","7.98"
"French Polynesia","2007-4-28","13.97"
"French Polynesia","2007-4-29","5.98"
"French Polynesia","2007-4-30","4.99"
"French Polynesia","2007-4-6","12.97"
"French Polynesia","2007-4-7","3.99"
"French Polynesia","2007-4-8","7.98"
"French Polynesia","2007-4-9","14.97"
"French Polynesia","2007-5-14","8.97"
"Gambia","2007-2-15","3.99"
"Gambia","2007-2-21","6.99"
"Gambia","2007-3-16","6.99"
"Gambia","2007-3-18","17.97"
"Gambia","2007-3-19","2.99"
"Gambia","2007-3-2","10.97"
"Gambia","2007-3-20","5.99"
"Gambia","2007-3-21","10.98"
"Gambia","2007-3-22","1.99"
"Gambia","2007-3-23","0.99"
"Gambia","2007-4-26","0.99"
"Gambia","2007-4-27","7.98"
"Gambia","2007-4-28","4.99"
"Gambia","2007-4-29","4.99"
"Gambia","2007-4-30","12.97"
"Gambia","2007-4-6","10.98"
"Gambia","2007-4-7","0.99"
"Gambia","2007-4-8","0.99"
"Germany","2007-2-14","5.99"
"Germany","2007-2-15","8.98"
"Germany","2007-2-16","11.97"
"Germany","2007-2-17","17.95"
"Germany","2007-2-18","13.98"
"Germany","2007-2-19","9.97"
"Germany","2007-2-20","24.94"
"Germany","2007-2-21","39.93"
"Germany","2007-3-1","18.96"
"Germany","2007-3-16","4.99"
"Germany","2007-3-17","29.92"
"Germany","2007-3-18","17.94"
"Germany","2007-3-19","38.90"
"Germany","2007-3-2","19.96"
"Germany","2007-3-20","30.94"
"Germany","2007-3-21","36.92"
"Germany","2007-3-22","23.95"
"Germany","2007-3-23","43.89"
"Germany","2007-4-10","16.95"
"Germany","2007-4-11","17.96"
"Germany","2007-4-12","9.98"
"Germany","2007-4-26","4.99"
"Germany","2007-4-27","32.92"
"Germany","2007-4-28","14.95"
"Germany","2007-4-29","33.91"
"Germany","2007-4-30","79.84"
"Germany","2007-4-5","9.98"
"Germany","2007-4-6","33.94"
"Germany","2007-4-7","28.91"
"Germany","2007-4-8","19.94"
"Germany","2007-4-9","21.94"
"Germany","2007-5-14","14.95"
"Greece","2007-2-16","17.97"
"Greece","2007-2-17","6.99"
"Greece","2007-2-19","4.98"
"Greece","2007-3-1","14.96"
"Greece","2007-3-17","4.98"
"Greece","2007-3-18","9.98"
"Greece","2007-3-19","13.98"
"Greece","2007-3-2","4.99"
"Greece","2007-3-20","11.97"
"Greece","2007-3-21","9.98"
"Greece","2007-3-22","1.98"
"Greece","2007-3-23","9.98"
"Greece","2007-4-10","3.99"
"Greece","2007-4-11","8.97"
"Greece","2007-4-12","4.99"
"Greece","2007-4-27","16.98"
"Greece","2007-4-28","24.96"
"Greece","2007-4-29","2.99"
"Greece","2007-4-30","17.95"
"Greece","2007-4-7","4.99"
"Greece","2007-4-8","4.99"
"Greece","2007-5-14","0.99"
"Greenland","2007-2-17","3.99"
"Greenland","2007-3-1","4.98"
"Greenland","2007-3-17","13.98"
"Greenland","2007-3-2","9.97"
"Greenland","2007-3-20","25.96"
"Greenland","2007-3-23","1.99"
"Greenland","2007-4-10","0.99"
"Greenland","2007-4-11","5.99"
"Greenland","2007-4-12","0.99"
"Greenland","2007-4-27","11.98"
"Greenland","2007-4-29","5.99"
"Greenland","2007-4-30","2.99"
"Greenland","2007-4-6","15.97"
"Greenland","2007-4-8","7.97"
"Greenland","2007-4-9","5.98"
"Holy See (Vatican City State)","2007-2-15","5.99"
"Holy See (Vatican City State)","2007-2-16","4.99"
"Holy See (Vatican City State)","2007-2-17","9.99"
"Holy See (Vatican City State)","2007-2-18","15.97"
"Holy See (Vatican City State)","2007-2-19","4.99"
"Holy See (Vatican City State)","2007-3-1","3.99"
"Holy See (Vatican City State)","2007-3-17","5.99"
"Holy See (Vatican City State)","2007-3-19","4.99"
"Holy See (Vatican City State)","2007-3-2","7.97"
"Holy See (Vatican City State)","2007-3-21","23.96"
"Holy See (Vatican City State)","2007-3-22","2.99"
"Holy See (Vatican City State)","2007-3-23","7.99"
"Holy See (Vatican City State)","2007-4-11","4.98"
"Holy See (Vatican City State)","2007-4-27","0.99"
"Holy See (Vatican City State)","2007-4-28","4.99"
"Holy See (Vatican City State)","2007-4-30","0.99"
"Holy See (Vatican City State)","2007-4-7","20.95"
"Holy See (Vatican City State)","2007-4-8","10.98"
"Holy See (Vatican City State)","2007-4-9","2.99"
"Hong Kong","2007-3-1","7.99"
"Hong Kong","2007-3-17","2.98"
"Hong Kong","2007-3-18","7.99"
"Hong Kong","2007-3-19","17.96"
"Hong Kong","2007-3-20","7.98"
"Hong Kong","2007-3-21","4.99"
"Hong Kong","2007-3-22","4.99"
"Hong Kong","2007-4-10","5.98"
"Hong Kong","2007-4-11","3.99"
"Hong Kong","2007-4-12","7.99"
"Hong Kong","2007-4-27","10.97"
"Hong Kong","2007-4-30","2.99"
"Hong Kong","2007-4-6","2.99"
"Hong Kong","2007-4-8","0.99"
"Hong Kong","2007-4-9","13.98"
"Hungary","2007-2-14","6.99"
"Hungary","2007-2-15","8.98"
"Hungary","2007-2-19","0.99"
"Hungary","2007-2-20","7.99"
"Hungary","2007-3-1","3.98"
"Hungary","2007-3-17","0.99"
"Hungary","2007-3-18","0.99"
"Hungary","2007-3-19","4.98"
"Hungary","2007-3-2","8.99"
"Hungary","2007-3-20","3.99"
"Hungary","2007-4-26","0.99"
"Hungary","2007-4-27","9.97"
"Hungary","2007-4-29","3.98"
"Hungary","2007-4-30","15.97"
"Hungary","2007-4-6","14.98"
"Hungary","2007-4-7","12.97"
"Hungary","2007-4-8","2.99"
"Hungary","2007-5-14","0.99"
"India","2007-2-14","14.97"
"India","2007-2-15","99.75"
"India","2007-2-16","132.70"
"India","2007-2-17","65.85"
"India","2007-2-18","131.70"
"India","2007-2-19","80.77"
"India","2007-2-20","83.73"
"India","2007-2-21","57.85"
"India","2007-3-1","296.39"
"India","2007-3-16","18.93"
"India","2007-3-17","238.46"
"India","2007-3-18","341.28"
"India","2007-3-19","261.37"
"India","2007-3-2","256.38"
"India","2007-3-20","292.39"
"India","2007-3-21","371.21"
"India","2007-3-22","236.41"
"India","2007-3-23","234.41"
"India","2007-4-10","215.45"
"India","2007-4-11","194.50"
"India","2007-4-12","154.63"
"India","2007-4-26","47.90"
"India","2007-4-27","282.33"
"India","2007-4-28","247.36"
"India","2007-4-29","243.44"
"India","2007-4-30","625.64"
"India","2007-4-5","35.93"
"India","2007-4-6","186.56"
"India","2007-4-7","200.53"
"India","2007-4-8","170.59"
"India","2007-4-9","152.60"
"India","2007-5-14","62.77"
"Indonesia","2007-2-14","4.99"
"Indonesia","2007-2-15","30.92"
"Indonesia","2007-2-16","25.92"
"Indonesia","2007-2-17","18.94"
"Indonesia","2007-2-18","24.93"
"Indonesia","2007-2-19","51.89"
"Indonesia","2007-2-20","42.93"
"Indonesia","2007-2-21","16.95"
"Indonesia","2007-3-1","30.90"
"Indonesia","2007-3-16","4.99"
"Indonesia","2007-3-17","34.89"
"Indonesia","2007-3-18","29.87"
"Indonesia","2007-3-19","40.88"
"Indonesia","2007-3-2","70.83"
"Indonesia","2007-3-20","97.79"
"Indonesia","2007-3-21","95.77"
"Indonesia","2007-3-22","75.83"
"Indonesia","2007-3-23","40.88"
"Indonesia","2007-4-10","34.90"
"Indonesia","2007-4-11","49.90"
"Indonesia","2007-4-12","57.89"
"Indonesia","2007-4-27","58.83"
"Indonesia","2007-4-28","81.82"
"Indonesia","2007-4-29","80.84"
"Indonesia","2007-4-30","73.83"
"Indonesia","2007-4-6","36.89"
"Indonesia","2007-4-7","19.94"
"Indonesia","2007-4-8","57.89"
"Indonesia","2007-4-9","53.88"
"Indonesia","2007-5-14","5.98"
"Iran","2007-2-14","0.99"
"Iran","2007-2-15","14.98"
"Iran","2007-2-16","4.99"
"Iran","2007-2-17","13.96"
"Iran","2007-2-18","14.96"
"Iran","2007-2-19","16.94"
"Iran","2007-2-20","15.93"
"Iran","2007-2-21","29.95"
"Iran","2007-3-1","74.86"
"Iran","2007-3-16","2.99"
"Iran","2007-3-17","18.95"
"Iran","2007-3-18","46.90"
"Iran","2007-3-19","41.89"
"Iran","2007-3-2","22.93"
"Iran","2007-3-20","43.91"
"Iran","2007-3-21","42.92"
"Iran","2007-3-22","29.93"
"Iran","2007-3-23","24.94"
"Iran","2007-4-10","6.97"
"Iran","2007-4-11","18.93"
"Iran","2007-4-12","14.97"
"Iran","2007-4-26","2.99"
"Iran","2007-4-27","28.95"
"Iran","2007-4-28","78.82"
"Iran","2007-4-29","40.93"
"Iran","2007-4-30","89.80"
"Iran","2007-4-5","3.98"
"Iran","2007-4-6","20.96"
"Iran","2007-4-7","30.90"
"Iran","2007-4-8","41.92"
"Iran","2007-4-9","29.93"
"Iran","2007-5-14","4.99"
"Iraq","2007-2-18","9.98"
"Iraq","2007-2-20","2.99"
"Iraq","2007-3-17","6.99"
"Iraq","2007-3-18","5.99"
"Iraq","2007-3-2","3.99"
"Iraq","2007-3-20","2.99"
"Iraq","2007-3-21","5.97"
"Iraq","2007-3-23","5.98"
"Iraq","2007-4-11","4.99"
"Iraq","2007-4-12","8.98"
"Iraq","2007-4-26","8.99"
"Iraq","2007-4-27","2.99"
"Iraq","2007-4-29","1.98"
"Iraq","2007-4-30","24.95"
"Iraq","2007-4-8","12.98"
"Iraq","2007-5-14","0.99"
"Israel","2007-2-15","2.99"
"Israel","2007-2-16","3.98"
"Israel","2007-2-18","20.97"
"Israel","2007-2-19","13.98"
"Israel","2007-2-20","3.99"
"Israel","2007-2-21","4.99"
"Israel","2007-3-1","18.95"
"Israel","2007-3-17","8.97"
"Israel","2007-3-18","4.99"
"Israel","2007-3-19","12.98"
"Israel","2007-3-2","11.96"
"Israel","2007-3-20","7.98"
"Israel","2007-3-21","11.97"
"Israel","2007-3-22","27.93"
"Israel","2007-3-23","15.97"
"Israel","2007-4-10","7.98"
"Israel","2007-4-11","5.99"
"Israel","2007-4-12","14.97"
"Israel","2007-4-27","14.95"
"Israel","2007-4-28","0.99"
"Israel","2007-4-29","28.95"
"Israel","2007-4-30","42.89"
"Israel","2007-4-5","1.99"
"Israel","2007-4-6","16.96"
"Israel","2007-4-7","20.95"
"Israel","2007-4-8","15.97"
"Israel","2007-4-9","30.95"
"Israel","2007-5-14","2.99"
"Italy","2007-2-15","24.95"
"Italy","2007-2-16","8.97"
"Italy","2007-2-17","7.98"
"Italy","2007-2-18","5.98"
"Italy","2007-2-19","20.97"
"Italy","2007-2-20","17.97"
"Italy","2007-2-21","8.98"
"Italy","2007-3-1","29.90"
"Italy","2007-3-16","13.98"
"Italy","2007-3-17","39.91"
"Italy","2007-3-18","41.90"
"Italy","2007-3-19","39.93"
"Italy","2007-3-2","13.96"
"Italy","2007-3-20","22.93"
"Italy","2007-3-21","21.95"
"Italy","2007-3-22","67.86"
"Italy","2007-3-23","21.94"
"Italy","2007-4-10","32.93"
"Italy","2007-4-11","23.96"
"Italy","2007-4-12","20.94"
"Italy","2007-4-27","28.94"
"Italy","2007-4-28","39.91"
"Italy","2007-4-29","29.91"
"Italy","2007-4-30","56.84"
"Italy","2007-4-6","30.95"
"Italy","2007-4-7","15.97"
"Italy","2007-4-8","24.95"
"Italy","2007-4-9","33.92"
"Italy","2007-5-14","3.98"
"Japan","2007-2-14","9.98"
"Japan","2007-2-15","59.85"
"Japan","2007-2-16","58.86"
"Japan","2007-2-17","71.84"
"Japan","2007-2-18","81.83"
"Japan","2007-2-19","58.85"
"Japan","2007-2-20","58.82"
"Japan","2007-2-21","27.92"
"Japan","2007-3-1","147.63"
"Japan","2007-3-16","14.94"
"Japan","2007-3-17","115.73"
"Japan","2007-3-18","194.59"
"Japan","2007-3-19","147.64"
"Japan","2007-3-2","114.74"
"Japan","2007-3-20","147.66"
"Japan","2007-3-21","135.64"
"Japan","2007-3-22","149.66"
"Japan","2007-3-23","84.80"
"Japan","2007-4-10","136.69"
"Japan","2007-4-11","116.71"
"Japan","2007-4-12","70.78"
"Japan","2007-4-26","41.92"
"Japan","2007-4-27","155.66"
"Japan","2007-4-28","127.68"
"Japan","2007-4-29","105.71"
"Japan","2007-4-30","267.40"
"Japan","2007-4-5","4.98"
"Japan","2007-4-6","129.75"
"Japan","2007-4-7","76.83"
"Japan","2007-4-8","95.75"
"Japan","2007-4-9","88.76"
"Japan","2007-5-14","22.91"
"Kazakstan","2007-2-15","0.99"
"Kazakstan","2007-2-16","11.98"
"Kazakstan","2007-2-17","0.99"
"Kazakstan","2007-2-18","1.99"
"Kazakstan","2007-2-19","5.99"
"Kazakstan","2007-2-20","2.98"
"Kazakstan","2007-2-21","8.98"
"Kazakstan","2007-3-1","8.97"
"Kazakstan","2007-3-17","9.97"
"Kazakstan","2007-3-18","7.98"
"Kazakstan","2007-3-19","2.99"
"Kazakstan","2007-3-2","8.98"
"Kazakstan","2007-3-20","3.99"
"Kazakstan","2007-3-21","2.99"
"Kazakstan","2007-3-22","4.99"
"Kazakstan","2007-3-23","10.99"
"Kazakstan","2007-4-10","13.97"
"Kazakstan","2007-4-12","8.98"
"Kazakstan","2007-4-28","6.99"
"Kazakstan","2007-4-29","11.97"
"Kazakstan","2007-4-30","29.93"
"Kazakstan","2007-4-6","3.98"
"Kazakstan","2007-4-7","10.97"
"Kazakstan","2007-4-8","3.98"
"Kazakstan","2007-4-9","5.99"
"Kenya","2007-2-15","9.98"
"Kenya","2007-2-16","9.98"
"Kenya","2007-2-18","6.99"
"Kenya","2007-2-19","19.96"
"Kenya","2007-2-21","11.98"
"Kenya","2007-3-1","9.98"
"Kenya","2007-3-18","16.96"
"Kenya","2007-3-20","13.97"
"Kenya","2007-3-21","5.98"
"Kenya","2007-3-22","32.94"
"Kenya","2007-3-23","5.99"
"Kenya","2007-4-10","10.98"
"Kenya","2007-4-11","4.99"
"Kenya","2007-4-12","12.97"
"Kenya","2007-4-27","2.99"
"Kenya","2007-4-28","10.97"
"Kenya","2007-4-29","21.95"
"Kenya","2007-4-30","21.96"
"Kenya","2007-4-6","3.99"
"Kenya","2007-4-8","6.99"
"Kenya","2007-5-14","2.99"
"Kuwait","2007-2-15","3.99"
"Kuwait","2007-2-16","3.98"
"Kuwait","2007-2-17","10.98"
"Kuwait","2007-2-18","5.99"
"Kuwait","2007-2-20","11.98"
"Kuwait","2007-3-1","7.98"
"Kuwait","2007-3-17","3.99"
"Kuwait","2007-3-18","0.99"
"Kuwait","2007-3-19","13.97"
"Kuwait","2007-3-2","17.96"
"Kuwait","2007-3-22","8.98"
"Kuwait","2007-4-30","5.99"
"Kuwait","2007-4-8","8.98"
"Kuwait","2007-5-14","0.99"
"Latvia","2007-2-16","8.99"
"Latvia","2007-2-18","0.99"
"Latvia","2007-2-19","2.98"
"Latvia","2007-2-20","24.96"
"Latvia","2007-2-21","10.98"
"Latvia","2007-3-1","2.99"
"Latvia","2007-3-16","2.99"
"Latvia","2007-3-17","8.99"
"Latvia","2007-3-18","13.98"
"Latvia","2007-3-19","20.96"
"Latvia","2007-3-20","1.98"
"Latvia","2007-3-21","2.99"
"Latvia","2007-3-22","10.97"
"Latvia","2007-3-23","4.99"
"Latvia","2007-4-10","2.99"
"Latvia","2007-4-11","7.97"
"Latvia","2007-4-12","5.99"
"Latvia","2007-4-27","7.99"
"Latvia","2007-4-28","18.95"
"Latvia","2007-4-29","8.97"
"Latvia","2007-4-30","43.92"
"Latvia","2007-4-6","12.96"
"Latvia","2007-4-7","5.99"
"Latvia","2007-4-8","9.98"
"Latvia","2007-4-9","0.99"
"Latvia","2007-5-14","2.99"
"Liechtenstein","2007-2-17","6.98"
"Liechtenstein","2007-2-18","4.99"
"Liechtenstein","2007-2-20","7.99"
"Liechtenstein","2007-2-21","0.99"
"Liechtenstein","2007-3-19","6.98"
"Liechtenstein","2007-3-20","10.98"
"Liechtenstein","2007-3-23","10.98"
"Liechtenstein","2007-4-10","3.98"
"Liechtenstein","2007-4-12","11.97"
"Liechtenstein","2007-4-28","5.99"
"Liechtenstein","2007-4-30","12.94"
"Liechtenstein","2007-4-6","4.99"
"Liechtenstein","2007-4-7","4.99"
"Liechtenstein","2007-4-9","4.99"
"Lithuania","2007-2-16","0.99"
"Lithuania","2007-2-20","10.98"
"Lithuania","2007-3-18","4.98"
"Lithuania","2007-3-2","0.99"
"Lithuania","2007-3-20","5.98"
"Lithuania","2007-3-22","0.99"
"Lithuania","2007-3-23","6.98"
"Lithuania","2007-4-11","0.99"
"Lithuania","2007-4-12","9.97"
"Lithuania","2007-4-30","12.96"
"Lithuania","2007-4-8","2.98"
"Lithuania","2007-5-14","4.99"
"Madagascar","2007-2-19","7.98"
"Madagascar","2007-2-21","4.99"
"Madagascar","2007-3-1","0.99"
"Madagascar","2007-3-17","10.98"
"Madagascar","2007-3-20","5.99"
"Madagascar","2007-3-21","16.97"
"Madagascar","2007-3-22","5.99"
"Madagascar","2007-3-23","14.96"
"Madagascar","2007-4-27","4.99"
"Madagascar","2007-4-28","0.99"
"Madagascar","2007-4-30","3.99"
"Madagascar","2007-4-6","2.99"
"Madagascar","2007-4-8","9.99"
"Madagascar","2007-4-9","0.99"
"Malawi","2007-2-15","2.99"
"Malawi","2007-2-18","3.99"
"Malawi","2007-2-19","5.99"
"Malawi","2007-2-20","0.99"
"Malawi","2007-3-1","7.99"
"Malawi","2007-3-18","4.99"
"Malawi","2007-3-19","4.99"
"Malawi","2007-3-20","12.98"
"Malawi","2007-3-21","8.98"
"Malawi","2007-3-22","8.98"
"Malawi","2007-3-23","1.99"
"Malawi","2007-4-10","10.98"
"Malawi","2007-4-11","0.99"
"Malawi","2007-4-12","2.99"
"Malawi","2007-4-27","2.99"
"Malawi","2007-4-28","5.99"
"Malawi","2007-4-30","8.99"
"Malawi","2007-4-6","5.98"
"Malawi","2007-4-7","6.99"
"Malawi","2007-4-8","0.99"
"Malawi","2007-4-9","9.98"
"Malaysia","2007-2-16","0.99"
"Malaysia","2007-2-17","4.99"
"Malaysia","2007-2-18","15.97"
"Malaysia","2007-2-19","9.97"
"Malaysia","2007-2-20","0.99"
"Malaysia","2007-2-21","6.99"
"Malaysia","2007-3-1","16.96"
"Malaysia","2007-3-17","7.98"
"Malaysia","2007-3-18","21.97"
"Malaysia","2007-3-19","28.93"
"Malaysia","2007-3-2","12.97"
"Malaysia","2007-3-20","24.94"
"Malaysia","2007-3-21","24.96"
"Malaysia","2007-3-22","7.98"
"Malaysia","2007-3-23","8.98"
"Malaysia","2007-4-10","13.97"
"Malaysia","2007-4-12","6.97"
"Malaysia","2007-4-26","4.99"
"Malaysia","2007-4-27","30.95"
"Malaysia","2007-4-28","2.99"
"Malaysia","2007-4-29","2.97"
"Malaysia","2007-4-30","39.91"
"Malaysia","2007-4-6","15.96"
"Malaysia","2007-4-7","10.98"
"Malaysia","2007-4-8","1.99"
"Malaysia","2007-4-9","1.99"
"Malaysia","2007-5-14","0.99"
"Mexico","2007-2-15","51.83"
"Mexico","2007-2-16","72.83"
"Mexico","2007-2-17","114.78"
"Mexico","2007-2-18","51.87"
"Mexico","2007-2-19","60.90"
"Mexico","2007-2-20","32.90"
"Mexico","2007-2-21","60.87"
"Mexico","2007-3-1","131.66"
"Mexico","2007-3-16","13.96"
"Mexico","2007-3-17","120.70"
"Mexico","2007-3-18","150.67"
"Mexico","2007-3-19","124.67"
"Mexico","2007-3-2","147.67"
"Mexico","2007-3-20","128.68"
"Mexico","2007-3-21","85.75"
"Mexico","2007-3-22","123.64"
"Mexico","2007-3-23","110.71"
"Mexico","2007-4-10","96.82"
"Mexico","2007-4-11","103.80"
"Mexico","2007-4-12","107.72"
"Mexico","2007-4-27","128.71"
"Mexico","2007-4-28","113.72"
"Mexico","2007-4-29","105.77"
"Mexico","2007-4-30","231.35"
"Mexico","2007-4-5","6.99"
"Mexico","2007-4-6","88.78"
"Mexico","2007-4-7","118.74"
"Mexico","2007-4-8","156.64"
"Mexico","2007-4-9","127.75"
"Mexico","2007-5-14","13.94"
"Moldova","2007-2-15","2.99"
"Moldova","2007-2-19","3.98"
"Moldova","2007-2-20","4.99"
"Moldova","2007-2-21","3.99"
"Moldova","2007-3-1","6.99"
"Moldova","2007-3-17","5.98"
"Moldova","2007-3-18","1.99"
"Moldova","2007-3-2","6.98"
"Moldova","2007-3-21","14.97"
"Moldova","2007-3-23","8.98"
"Moldova","2007-4-10","2.99"
"Moldova","2007-4-12","5.99"
"Moldova","2007-4-26","0.99"
"Moldova","2007-4-27","16.97"
"Moldova","2007-4-28","0.99"
"Moldova","2007-4-30","13.95"
"Moldova","2007-4-7","12.97"
"Moldova","2007-4-8","4.99"
"Moldova","2007-4-9","5.98"
"Morocco","2007-2-16","4.99"
"Morocco","2007-2-18","10.98"
"Morocco","2007-2-20","15.96"
"Morocco","2007-2-21","9.97"
"Morocco","2007-3-1","8.97"
"Morocco","2007-3-17","16.95"
"Morocco","2007-3-18","10.98"
"Morocco","2007-3-19","21.95"
"Morocco","2007-3-2","9.99"
"Morocco","2007-3-20","11.97"
"Morocco","2007-3-21","13.98"
"Morocco","2007-3-22","12.97"
"Morocco","2007-3-23","18.96"
"Morocco","2007-4-10","11.97"
"Morocco","2007-4-11","4.99"
"Morocco","2007-4-12","0.99"
"Morocco","2007-4-27","7.98"
"Morocco","2007-4-28","13.96"
"Morocco","2007-4-29","7.98"
"Morocco","2007-4-30","32.92"
"Morocco","2007-4-7","2.99"
"Morocco","2007-4-8","4.98"
"Morocco","2007-4-9","11.98"
"Morocco","2007-5-14","4.99"
"Mozambique","2007-2-17","2.99"
"Mozambique","2007-2-19","5.98"
"Mozambique","2007-2-20","4.99"
"Mozambique","2007-2-21","0.99"
"Mozambique","2007-3-1","7.98"
"Mozambique","2007-3-16","6.99"
"Mozambique","2007-3-17","4.98"
"Mozambique","2007-3-18","6.99"
"Mozambique","2007-3-19","25.94"
"Mozambique","2007-3-2","5.98"
"Mozambique","2007-3-20","11.97"
"Mozambique","2007-3-21","16.97"
"Mozambique","2007-3-22","1.98"
"Mozambique","2007-3-23","14.96"
"Mozambique","2007-4-10","13.98"
"Mozambique","2007-4-11","5.99"
"Mozambique","2007-4-12","19.94"
"Mozambique","2007-4-27","24.94"
"Mozambique","2007-4-28","17.95"
"Mozambique","2007-4-29","21.95"
"Mozambique","2007-4-30","30.94"
"Mozambique","2007-4-6","8.97"
"Mozambique","2007-4-7","19.96"
"Mozambique","2007-4-8","17.97"
"Mozambique","2007-4-9","12.97"
"Myanmar","2007-2-15","4.99"
"Myanmar","2007-2-16","7.96"
"Myanmar","2007-2-17","6.97"
"Myanmar","2007-2-18","11.98"
"Myanmar","2007-2-19","15.97"
"Myanmar","2007-3-1","4.99"
"Myanmar","2007-3-16","4.99"
"Myanmar","2007-3-17","11.98"
"Myanmar","2007-3-18","8.99"
"Myanmar","2007-3-19","2.98"
"Myanmar","2007-3-2","6.97"
"Myanmar","2007-3-20","22.95"
"Myanmar","2007-3-21","11.97"
"Myanmar","2007-3-22","2.99"
"Myanmar","2007-3-23","17.96"
"Myanmar","2007-4-11","0.99"
"Myanmar","2007-4-28","9.97"
"Myanmar","2007-4-29","3.99"
"Myanmar","2007-4-30","14.97"
"Myanmar","2007-4-7","1.98"
"Myanmar","2007-4-9","2.99"
"Nauru","2007-2-16","2.99"
"Nauru","2007-2-18","7.99"
"Nauru","2007-2-19","1.99"
"Nauru","2007-3-17","3.99"
"Nauru","2007-3-18","13.97"
"Nauru","2007-3-2","9.97"
"Nauru","2007-3-20","10.98"
"Nauru","2007-3-22","24.96"
"Nauru","2007-3-23","5.99"
"Nauru","2007-4-10","7.99"
"Nauru","2007-4-11","4.99"
"Nauru","2007-4-28","0.99"
"Nauru","2007-4-29","25.96"
"Nauru","2007-4-30","6.98"
"Nauru","2007-4-6","0.99"
"Nauru","2007-4-7","12.97"
"Nepal","2007-3-17","17.97"
"Nepal","2007-3-18","4.99"
"Nepal","2007-3-20","6.99"
"Nepal","2007-3-23","12.98"
"Nepal","2007-4-10","8.99"
"Nepal","2007-4-11","2.99"
"Nepal","2007-4-12","5.99"
"Nepal","2007-4-29","6.99"
"Nepal","2007-4-30","0.99"
"Nepal","2007-4-6","10.98"
"Nepal","2007-4-7","10.98"
"Nepal","2007-4-9","2.99"
"Netherlands","2007-2-15","7.99"
"Netherlands","2007-2-16","18.97"
"Netherlands","2007-2-17","7.98"
"Netherlands","2007-2-18","7.98"
"Netherlands","2007-2-19","5.98"
"Netherlands","2007-2-20","22.96"
"Netherlands","2007-2-21","11.98"
"Netherlands","2007-3-1","26.94"
"Netherlands","2007-3-16","2.99"
"Netherlands","2007-3-17","28.94"
"Netherlands","2007-3-18","22.93"
"Netherlands","2007-3-19","28.93"
"Netherlands","2007-3-2","21.94"
"Netherlands","2007-3-20","19.97"
"Netherlands","2007-3-21","24.95"
"Netherlands","2007-3-22","24.94"
"Netherlands","2007-3-23","33.93"
"Netherlands","2007-4-10","6.95"
"Netherlands","2007-4-11","7.98"
"Netherlands","2007-4-12","27.95"
"Netherlands","2007-4-27","13.96"
"Netherlands","2007-4-28","25.96"
"Netherlands","2007-4-29","20.96"
"Netherlands","2007-4-30","45.89"
"Netherlands","2007-4-6","27.95"
"Netherlands","2007-4-7","16.95"
"Netherlands","2007-4-8","28.93"
"Netherlands","2007-4-9","12.96"
"Netherlands","2007-5-14","0.99"
"New Zealand","2007-2-15","2.99"
"New Zealand","2007-2-17","5.99"
"New Zealand","2007-2-20","4.99"
"New Zealand","2007-3-1","2.99"
"New Zealand","2007-3-18","2.99"
"New Zealand","2007-3-2","12.98"
"New Zealand","2007-3-20","0.99"
"New Zealand","2007-3-22","7.99"
"New Zealand","2007-3-23","7.98"
"New Zealand","2007-4-11","4.99"
"New Zealand","2007-4-12","0.99"
"New Zealand","2007-4-29","1.99"
"New Zealand","2007-4-30","3.98"
"New Zealand","2007-4-5","5.99"
"New Zealand","2007-4-6","0.99"
"New Zealand","2007-4-7","6.98"
"New Zealand","2007-4-8","3.99"
"New Zealand","2007-4-9","5.98"
"Nigeria","2007-2-15","16.97"
"Nigeria","2007-2-16","5.98"
"Nigeria","2007-2-17","21.95"
"Nigeria","2007-2-18","15.96"
"Nigeria","2007-2-19","36.92"
"Nigeria","2007-2-20","8.99"
"Nigeria","2007-2-21","8.98"
"Nigeria","2007-3-1","73.87"
"Nigeria","2007-3-16","2.99"
"Nigeria","2007-3-17","52.84"
"Nigeria","2007-3-18","24.91"
"Nigeria","2007-3-19","73.86"
"Nigeria","2007-3-2","36.92"
"Nigeria","2007-3-20","67.82"
"Nigeria","2007-3-21","57.87"
"Nigeria","2007-3-22","95.80"
"Nigeria","2007-3-23","55.89"
"Nigeria","2007-4-10","37.89"
"Nigeria","2007-4-11","45.91"
"Nigeria","2007-4-12","59.87"
"Nigeria","2007-4-26","5.98"
"Nigeria","2007-4-27","70.80"
"Nigeria","2007-4-28","58.85"
"Nigeria","2007-4-29","70.81"
"Nigeria","2007-4-30","76.79"
"Nigeria","2007-4-6","53.88"
"Nigeria","2007-4-7","52.90"
